"x","y","z","chr","coord","randX","randY","randZ"
10.1,-18.32,-11.284,"chr f",1500000,-16.139235262199808,-17.02525854668416,-6.405109601561589
10.702,-17.464,-10.851,"chr f",1600000,1.9300269157459624,15.752124017151175,17.91191015319601
10.745,-16.664,-11.143,"chr f",1700000,-18.065153625718537,13.323345145887437,-19.813042956276412
9.823,-16.088,-11.459,"chr f",1800000,14.720613011748831,-18.73223991146257,-10.036741550597966
9.996,-15.625,-10.872,"chr f",1900000,1.4149342286410516,17.718245637343315,5.904517613587217
10.271,-15.544,-9.719,"chr f",2000000,6.551321071059473,-3.0035433020199065,-19.664526835971053
10.028,-15.677,-8.61,"chr f",2100000,2.7141317671668794,18.10499785054735,3.8096882417721822
9.245,-16.521,-8.509,"chr f",2200000,2.7360838422273837,11.011148042325857,16.989679645113696
8.667,-16.073,-8.461,"chr f",2300000,4.824812888961219,3.2234504551542074,7.919015374119468
8.499,-15.218,-9.331,"chr f",2400000,-11.873440476453684,-11.170270275408537,-3.1535377867221754
8.975,-15.756,-10.305,"chr f",2500000,9.058169792962904,19.200232125203748,0.2557802353586993
8.612,-16.545,-10.279,"chr f",2600000,17.67391971585748,2.481899157539978,1.826424025628203
8.804,-17.525,-9.751,"chr f",2700000,-10.502123530622193,1.159054388906636,1.1168356474472318
9.082,-17.39,-10.791,"chr f",2800000,10.938751291273249,3.5432574242451444,-16.528443635394158
8.836,-16.713,-10.349,"chr f",2900000,2.1668290095503835,-10.026093347630006,-19.112747394776093
9.821,-16.95,-9.741,"chr f",3000000,-17.049968939813912,1.593286538859715,-11.001519416941399
10.309,-16.98,-8.677,"chr f",3100000,7.3679063510124045,11.617053947206433,15.11228832469601
10.12,-18.13,-8.597,"chr f",3200000,-19.432838111800713,-3.4567605235222167,-8.573889088424673
10.214,-17.547,-9.905,"chr f",3300000,-11.448886913170515,3.130618037351155,8.787901461756181
9.2,-18.115,-9.551,"chr f",3400000,3.37164449165882,-7.549012227941446,5.188827700245394
8.743,-18.683,-8.845,"chr f",3500000,-7.957653658786615,6.89110694861332,18.18629241960555
8.507,-19.115,-8.215,"chr f",3600000,5.648435572223821,7.818432323536683,-3.9868210330384777
9.191,-18.223,-7.838,"chr f",3700000,-3.6289422246567504,10.077682911441546,12.96864895422258
8.471,-17.468,-8.17,"chr f",3800000,12.286204897471414,11.357817058897393,-7.630222352864703
8.396,-17.977,-8.107,"chr f",3900000,-9.487717970320958,-2.202054820460205,-9.317252336851801
8.298,-18.153,-7.001,"chr f",4000000,2.596269140825868,9.58942121186519,-15.446208749952465
8.231,-18.942,-7.059,"chr f",4100000,-15.963712066576994,2.936114054160875,-14.786149530410398
9.148,-18.69,-6.836,"chr f",4200000,-16.375999364996638,7.989600684077107,-0.9502828154914695
8.95,-19.354,-6.413,"chr f",4300000,-5.757549146509575,-3.4071146687967335,16.07223813901698
9.16,-19.398,-5.804,"chr f",4400000,-18.43400213904697,10.919665098486782,10.904716990932052
8.941,-18.815,-5.496,"chr f",4500000,12.135866496381936,-0.7901578914217247,9.646218000833898
9.432,-18.317,-4.232,"chr f",4600000,19.411144652036896,3.954630725086762,15.520022778026473
10.158,-18.21,-3.46,"chr f",4700000,19.148138377287687,9.454533226820814,18.18442760310858
10.598,-18.333,-2.208,"chr f",4800000,-17.647323096266327,11.791188433043441,-13.871683510161832
10.389,-17.684,-1.199,"chr f",4900000,5.840388477597994,-8.056355174471861,12.249450774707789
11.159,-17.109,0.367,"chr f",5000000,18.00510054200285,-12.312879025956217,13.883085072128168
11.692,-17.411,1.248,"chr f",5100000,8.675883343534156,-12.053172529982623,-9.405664562992996
12.305,-18.087,0.231,"chr f",5200000,-19.301419744498958,-10.394621267248665,15.791667964554698
13.083,-17.94,0.282,"chr f",5300000,5.841369619285189,18.72532189065457,11.003612608605128
14.264,-17.805,0.413,"chr f",5400000,-8.290189854882186,-3.318718303714139,-8.477488755230652
14.668,-18.011,0.265,"chr f",5500000,-10.579888820985243,-14.251783645157005,-16.335281291700564
14.108,-18.631,0.913,"chr f",5600000,-0.0458633050190862,13.587798953749207,15.428582014965386
13.367,-19.423,0.473,"chr f",5700000,-1.8502699178549094,-6.999980490304974,3.4700306486506385
13.167,-19.514,-0.476,"chr f",5800000,3.0585015267294793,5.004609282268579,10.258032997752156
14.137,-19.653,-0.15,"chr f",5900000,4.122668028141582,-8.799357384355076,2.2481064876086343
14.502,-20.575,0.752,"chr f",6000000,6.777887186867492,-12.671363073823155,-0.7034000040910442
14.107,-20.143,0.296,"chr f",6100000,6.555321216268961,-8.926644266999656,-1.8554387843616524
13.757,-21.267,-0.048,"chr f",6200000,0.1481762122691066,8.440816513950015,-1.5293305010787464
13.249,-21.66,-0.509,"chr f",6300000,-10.972971487340534,1.8438981575662403,-13.478416176536552
12.403,-22.316,-1.304,"chr f",6400000,-15.958946699720876,-16.852594271120203,2.02939578645994
12.436,-23.044,-2.113,"chr f",6500000,-2.877252331481376,12.47618835885703,-18.594464703679144
13.095,-22.573,-3.1,"chr f",6600000,16.245438832124144,-16.532733118088366,-2.8248117115404625
12.938,-22.223,-3.004,"chr f",6700000,-1.6630360664947688,-1.2497513997094565,3.6318322273842583
12.293,-21.828,-3.557,"chr f",6800000,-15.740615201605426,5.206509722502766,14.98773080008769
12.531,-21.725,-3.943,"chr f",6900000,-3.7703090911565305,3.967727122642877,2.4538526309033593
11.898,-21.768,-4.421,"chr f",7000000,0.6914249816095221,-10.072848638156753,0.6933018999706348
11.524,-20.87,-4.557,"chr f",7100000,18.882134019249847,6.158273676616943,17.80581010415691
11.174,-21.02,-4.706,"chr f",7200000,-3.6427494320471645,-0.6587874230424475,-7.796633461380429
10.654,-21.589,-3.951,"chr f",7300000,-0.9637981626721128,-0.32254602364215756,-4.969617600778049
10.327,-21.398,-3.65,"chr f",7400000,-14.589493037283138,-10.58374088014791,5.5663658420678175
9.357,-20.985,-3.496,"chr f",7500000,9.78374954811273,15.964576656909031,5.419465472894366
9.56,-21.117,-2.472,"chr f",7600000,4.937325703300871,0.6891677645849903,-7.7891590192122795
9.589,-21.838,-2.178,"chr f",7700000,15.93668208986761,9.539226062592618,-11.559813257037458
8.868,-21.775,-1.834,"chr f",7800000,7.608119955816779,19.98288329970657,11.89768142721767
8.486,-21.435,-3.05,"chr f",7900000,7.241941490577805,-7.155637481155468,-17.026489597006883
8.358,-20.628,-3.353,"chr f",8000000,-19.100837761517298,6.368989563215681,0.7286994021000694
7.596,-20.508,-3.857,"chr f",8100000,-5.937834688863454,-16.497717747061667,17.552241413365962
8.006,-20.254,-4.495,"chr f",8200000,18.719657530513494,4.768416943957877,1.5327853857379736
7.674,-21.075,-5.033,"chr f",8300000,10.035900038374066,-11.269337556000929,-4.008430671926666
7.837,-20.357,-5.79,"chr f",8400000,-17.534465420795694,-14.940202903553331,-15.237044711037914
7.202,-20.145,-5.724,"chr f",8500000,5.240006212448549,4.960933464090381,-5.483506887143532
6.09,-19.803,-5.576,"chr f",8600000,-15.77107716635914,4.593852892724275,12.34522853870449
7.2,-19.393,-5.594,"chr f",8700000,-6.469634291182324,13.716004787284135,-10.8628604486446
7.727,-18.554,-5.217,"chr f",8800000,19.74760886362744,-16.68343025894403,1.0326767338324956
7.059,-18.835,-5.487,"chr f",8900000,0.22776149489073916,3.7674396460851085,-1.8898543461795896
6.24,-19.76,-5.1,"chr f",9000000,-17.453016594440545,13.746214941174713,-6.541842236867229
5.817,-20.873,-5.075,"chr f",9100000,-13.744715330976337,-17.891377420792487,-2.538316510924364
6.065,-22.12,-4.746,"chr f",9200000,3.3295533766648013,2.0535532934883065,-9.900115340802387
5.757,-22.396,-3.934,"chr f",9300000,1.3800159592113772,-10.756430833042817,-11.812776286850632
5.708,-21.943,-4.21,"chr f",9400000,-6.118994621739628,13.781541171153904,9.757858182609308
5.99,-21.564,-5.216,"chr f",9500000,11.200085764483813,-12.652760365107207,-4.903065636625605
6.985,-21.749,-5.934,"chr f",9600000,-18.08521875476918,-11.381849686080958,18.888526616339163
6.626,-21.795,-6.405,"chr f",9700000,-2.4689245182426376,4.670977704160208,13.746632155942812
7.091,-21.215,-7.671,"chr f",9800000,-4.137503005287343,3.120387711732757,13.300362679688128
6.102,-21.004,-8.459,"chr f",9900000,13.607552304391938,18.07811638733402,-4.99738598656284
6.173,-21.927,-8.892,"chr f",0,1.8692086805552108,-14.05246516451928,2.838466958868974
6.497,-21.514,-8.917,"chr f",100000,-6.909137560359952,-13.096539802383171,-12.371494467969573
6.571,-21.638,-7.709,"chr f",200000,5.783454525828809,-6.562684169710465,15.96748391535386
6.387,-21.676,-7.146,"chr f",300000,11.856106174831655,-13.808666790147814,-17.330544005243283
7.44,-22.348,-7.702,"chr f",400000,-1.4859678059299064,7.896337956775476,-11.685978730368781
6.936,-23.134,-8.808,"chr f",500000,-6.051423321130454,-2.6498872859798652,11.290051880850783
6.833,-23.093,-9.923,"chr f",600000,1.8398043711493806,-2.258245414388881,-6.034704614821038
6.013,-22.87,-10.069,"chr f",700000,4.855154605857631,-10.646760169431646,0.8907310517949227
5.845,-23.417,-10.68,"chr f",800000,6.670847716200377,-17.083024950426967,-19.95081756257852
5.495,-23.867,-11.109,"chr f",900000,9.997986308602623,14.357656453263175,-10.89900544250927
5.816,-23.859,-9.467,"chr f",1000000,-6.224708345898646,-9.757584873493794,-7.289127200650318
7.139,-23.05,-7.952,"chr f",1100000,-10.052354805763105,-13.370580906843523,19.076854774782433
7.584,-24.025,-8.427,"chr f",1200000,8.52357150022879,17.71758249384896,2.66986882750939
7.346,-23.313,-9.186,"chr f",1300000,-13.240177445277585,16.76449599422955,17.795646085730667
6.66,-22.413,-8.658,"chr f",1400000,11.694569023457191,-12.104666636729249,-8.201346736595987
6.221,-23.262,-8.037,"chr f",1500000,12.946275986151598,1.8705696073162734,8.9544091006025
6.125,-24.028,-9.02,"chr f",1600000,-2.3664837789110535,17.374572206077104,3.140569437770374
6.709,-25.107,-8.479,"chr f",1700000,14.41829263585219,-19.956844165373372,12.983486347776221
6.38,-24.685,-7.418,"chr f",1800000,13.99050413808753,4.5468819687242,-19.371562486039146
6.112,-24.38,-7.41,"chr f",1900000,-10.212444357838955,9.329317827946536,-12.967295843665019
6.587,-23.942,-7.174,"chr f",2000000,14.034859226766812,-5.2390687015631485,-14.915412736893629
5.415,-23.346,-7.72,"chr f",2100000,1.2522966439151233,-10.906287724646022,13.904843062770674
5.34,-23.025,-7.961,"chr f",2200000,-13.57183853493217,2.6507944076249714,-2.202858095939444
5.506,-24.937,-8.492,"chr f",2300000,-15.399822902820315,-12.22496128354651,13.564525311077745
4.942,-25.498,-7.726,"chr f",2400000,15.738643381712755,17.573119265993455,-9.331028874412151
4.766,-25.034,-8.443,"chr f",2500000,3.8675934051272876,12.94360425250482,-19.355089096582688
4.476,-24.554,-9.498,"chr f",2600000,10.85354051695921,16.784776783204464,9.854712267000604
4.643,-23.807,-9.437,"chr f",2700000,-5.33621354867674,-3.0451228653993,-5.543019270275366
5.821,-23.573,-9.545,"chr f",2800000,-2.1641898673441027,-18.2617265825267,-0.6966599346704392
5.507,-23.587,-8.434,"chr f",2900000,-11.821386000563967,5.009221694243173,11.173528857361564
4.604,-24.1,-7.685,"chr f",3000000,-12.640172465603484,13.492988359375218,-11.784088768941157
5.009,-24.544,-6.599,"chr f",3100000,-3.7822510362428616,17.422075444566318,7.132641851851382
5.478,-24.954,-6.27,"chr f",3200000,-2.4525489601289934,13.546066304777462,-4.655650124740989
6.527,-23.055,-6.381,"chr f",3300000,17.581391890269302,-3.6482901046972813,10.374399946617284
6.156,-23.21,-6.195,"chr f",3400000,5.225444878072221,9.918793856118533,16.182391944614174
7.197,-23.084,-6.608,"chr f",3500000,7.895900861774248,11.23317294429231,-9.104029132325625
7.002,-23.245,-6.006,"chr f",3600000,-16.140666228757127,-2.5927018124231616,11.597276551815014
8.01,-23.048,-5.033,"chr f",3700000,-3.628151712684055,-1.2791743832784874,1.1571716748804732
8.588,-23.645,-5.764,"chr f",3800000,16.22774732037206,-4.342836981819204,8.416688861444214
8.611,-23.747,-6.884,"chr f",3900000,-14.429603756505042,-8.542490796857543,-3.3014307812073653
8.048,-24.784,-6.605,"chr f",4000000,11.772907541799334,-13.619304102557962,10.467875875180273
7.196,-24.692,-5.438,"chr f",4100000,1.1624467985764682,-0.43009603561584697,0.6590682237454573
6.654,-23.814,-5.343,"chr f",4200000,-12.641203187618988,-4.1920907528221285,-0.5131583488316522
7.281,-23.075,-4.649,"chr f",4300000,-7.267905621666557,-9.070355942963232,2.6287748414987533
7.413,-22.57,-3.904,"chr f",4400000,0.5407845230809869,-17.812189254533877,14.718516086118974
8.033,-22.264,-3.215,"chr f",4500000,-1.614389862546659,-6.050533512651706,-18.08751620325986
8.146,-22.853,-3.618,"chr f",4600000,-14.181333987551707,-5.201481279913057,-13.81521130732156
8.349,-23.8,-4.3,"chr f",4700000,-7.32365872737744,-7.631683608217754,-17.72061585245269
8.367,-24.323,-5.335,"chr f",4800000,-16.327116842412643,9.213648526582588,7.83260434667493
7.589,-25.123,-5.559,"chr f",4900000,-19.2818140207992,9.781807611380074,-4.244962815250833
8.406,-24.866,-4.912,"chr f",5000000,3.725619052830531,7.473845325472013,-5.126163870137152
9.318,-24.54,-4.637,"chr f",5100000,9.818684987106625,4.792846208747701,5.007470069864453
8.715,-23.972,-3.698,"chr f",5200000,-5.285338200414088,-1.981567555575534,-10.400226206955171
9.536,-23.219,-3.316,"chr f",5300000,-8.72954865242706,5.626473430343566,5.135315915634401
9.31,-22.951,-2.294,"chr f",5400000,-3.0917879819050107,2.4351049232544497,2.6288465107351158
9.914,-22.706,-3.133,"chr f",5500000,16.831684354516177,15.917112473430912,-2.4014347831474723
10.964,-22.813,-3.335,"chr f",5600000,8.629113762177326,10.997504164288241,-8.365376515568075
11.641,-23.047,-3.908,"chr f",5700000,-19.486882114245894,0.32833595582250297,18.662584377947354
12.145,-23.12,-4.854,"chr f",5800000,19.975118148830425,3.2939500574217035,12.452492594723317
11.365,-23.193,-5.525,"chr f",5900000,9.154377064493847,11.675103029324546,-12.050938410219691
10.645,-23.307,-4.801,"chr f",6000000,7.345965716153206,11.217312966729711,12.910617917159911
10.219,-22.289,-5.093,"chr f",6100000,12.609436938428978,-6.5948827078877805,-14.278086443628535
10.341,-22.713,-5.255,"chr f",6200000,-13.970844492005142,11.369962771895644,-14.472513334729019
10.216,-22.965,-6.703,"chr f",6300000,19.664700557664517,19.90015622286994,0.4241490387898459
9.27,-23.078,-6.118,"chr f",6400000,-5.0009757074283065,-9.319715346284049,19.861073538114766
9.23,-22.536,-6.567,"chr f",6500000,19.550925768780857,-5.758586025854143,14.187349428218987
8.484,-22.28,-6.8,"chr f",6600000,17.146482894230843,7.9362684139215744,-16.578882875895363
9.977,-22.195,-7.319,"chr f",6700000,3.3960221339527195,4.755976863580948,5.006711991377255
11.321,-22.085,-6.23,"chr f",6800000,-6.501626527697496,7.6433754823753794,0.27310724967504996
11.808,-22.56,-6.354,"chr f",6900000,-18.719057807499077,-11.602370103214724,-11.486659261709637
11.236,-21.626,-6.651,"chr f",7000000,1.3154373205274261,16.60762921024257,4.753799777175203
10.346,-21.421,-5.94,"chr f",7100000,-6.088842357068685,5.734937486457689,17.829048437220592
9.521,-21.57,-5.8,"chr f",7200000,13.050599386202975,2.2739612457012903,-7.312623109454858
8.573,-21.977,-5.702,"chr f",7300000,-16.29621871589329,0.7539892024290609,-18.707977023139016
8.515,-21.957,-4.844,"chr f",7400000,17.207377436481735,-2.901725209892547,-8.654948132532475
8.146,-21.331,-4.858,"chr f",7500000,6.457483546462228,17.680017535181364,-6.709890804299835
6.699,-21.096,-3.181,"chr f",7600000,-6.318454487176055,-4.539969714110477,-0.5586824509286998
6.268,-21.002,-1.728,"chr f",7700000,-5.407148251786968,1.6585718405790217,-0.8856413428645098
6.663,-20.537,-0.858,"chr f",7800000,-2.4942804784501895,-1.2153787709956667,12.91404734639908
7.92,-20.328,-1.368,"chr f",7900000,18.670547073473053,-2.2276549797693974,9.102329353941286
8.571,-20.005,-2.277,"chr f",8000000,-17.63087814813187,-14.962843448915804,0.3789681064117687
10.678,-17.27,-2.772,"chr f",8100000,-17.098245601256256,14.038990332491139,-5.008152844529752
11.113,-16.497,-3.483,"chr f",8200000,0.751774942951549,13.558311374881448,-9.411488946475771
10.478,-16.771,-3.405,"chr f",8300000,-15.079866509341674,-4.684357762749034,-10.247685019106667
9.458,-16.962,-3.105,"chr f",8400000,-15.057597879830883,-8.024942408111295,7.13576087285486
9.441,-17.673,-1.998,"chr f",8500000,3.282558811538891,-7.254455992400786,14.652816998797078
9.532,-18.666,-2.351,"chr f",8600000,14.812910027159859,10.93042938574833,19.53607999045589
9.669,-18.199,-2.745,"chr f",8700000,15.148456325532031,-2.226134366504759,4.95567259307051
9.418,-17.417,-1.636,"chr f",8800000,-8.797392073529693,-2.2621145942058405,10.06948095540261
10.101,-17.531,-0.593,"chr f",8900000,-9.634270874429918,-18.75351984340043,-2.670886500674694
10.301,-18.144,0.249,"chr f",9000000,8.952124825412028,-1.9742961080493835,-7.693292275717862
10.432,-18.493,0.649,"chr f",9100000,-7.315100709242483,6.327986566356103,6.281158278239811
11.499,-18.971,0.983,"chr f",9200000,4.98492899306175,9.768941626940759,-8.028729641555884
11.413,-19.563,0.166,"chr f",9300000,-9.044433014742985,-6.589637898989542,19.336010334047103
11.2,-19.316,1.173,"chr f",9400000,7.934004816117625,-15.686019807447117,-15.69057053315702
12.036,-19.662,1.006,"chr f",9500000,13.141828426701686,1.6305940998310184,19.45128636024875
12.255,-20.689,0.992,"chr f",9600000,-16.024460427645426,4.1416729037139035,19.08969552083078
12.732,-21.219,0.699,"chr f",9700000,-16.474119744911793,18.069604099750187,6.526998225197392
12.808,-22.219,1.294,"chr f",9800000,-0.37558279725604393,-4.314924905574076,-12.283130513358653
11.922,-21.41,1.7,"chr f",9900000,-7.083789657581271,0.3806984992652005,-14.130643667298099
11.036,-20.19,1.941,"chr f",0,-14.900567897148903,0.8833032145125728,15.12748661715645
10.571,-19.193,2.274,"chr f",100000,-18.569132236711674,-14.180956016067906,-4.864569842747294
11.309,-19.905,2.458,"chr f",200000,-15.47073385346,-10.500673434776612,19.670240122628712
11.53,-20.935,1.499,"chr f",300000,-12.20593211476022,-17.87630074782055,-19.6419785038332
11.975,-21.338,0.563,"chr f",400000,-18.122487593481562,-4.617543775667027,-11.956557643044334
10.951,-20.954,0.169,"chr f",500000,17.643129341644148,12.964715245788547,5.469387774041383
10.266,-22.102,0.558,"chr f",600000,-10.438306191892801,1.795191304990226,14.662721343426604
10.151,-21.456,0.817,"chr f",700000,-7.836982862310595,10.219032954804558,18.3065738530225
10.305,-20.807,1.204,"chr f",800000,12.07047655448666,-15.39336169378319,-1.6956979956943776
10.034,-21.56,1.842,"chr f",900000,1.8813182305698177,14.674175386990427,6.3547823775415
9.919,-22.103,2.514,"chr f",1000000,7.594013934288888,14.593840902697181,17.229521338181144
8.987,-21.875,1.642,"chr f",1100000,10.213337581135086,-4.607142434754863,3.9023128442137356
8.676,-20.727,1.568,"chr f",1200000,-10.816643542839781,10.280158779179501,-16.599377122379867
8.826,-20.773,2.056,"chr f",1300000,4.460659189617068,-7.282714598492195,-0.7693507748557202
9.371,-20.044,0.89,"chr f",1400000,15.544662664730716,-11.20176378536016,-5.189103680267934
9.331,-20.679,0.339,"chr f",1500000,-3.882386717565854,-15.212092361184073,2.6905653177437863
9.698,-20.532,-0.887,"chr f",1600000,-8.162699730374307,-19.413314896764117,-13.704156770075965
10.258,-20.482,-1.437,"chr f",1700000,-12.025382926327094,18.509594465638052,-11.899841622006848
10.597,-20.819,-0.874,"chr f",1800000,-18.160373982714823,1.9764766145911103,-1.585799882699778
10.226,-19.416,-0.41,"chr f",1900000,-1.6951352523690915,7.4212098445775645,-0.29906475015327416
9.773,-19.247,-1.311,"chr f",2000000,-7.205279706641221,-10.345172367290827,1.6231546934036132
9.039,-19.141,-1.014,"chr f",2100000,-5.210349273093922,-17.44157910311965,-5.968575276129883
8.125,-18.88,-1.049,"chr f",2200000,-1.602562575058883,-18.77465694969034,5.296943133142328
7.477,-18.387,-1.763,"chr f",2300000,-14.588752552381866,12.95850206509494,1.7795681378848798
6.959,-19.316,-2.006,"chr f",2400000,13.036660252734478,12.556376130430628,-19.25876111758206
7.046,-18.983,-1.629,"chr f",2500000,1.210830731007519,-3.8402168852974796,-7.268764719345047
5.888,-18.418,-1.609,"chr f",2600000,13.997176045016687,-1.2377531338465104,-13.096071348961956
5.386,-18.779,-1.338,"chr f",2700000,14.915177326755511,1.5848045909831434,-0.4629863356235866
6.089,-19.114,-2.061,"chr f",2800000,-13.139487912221902,1.9047109075926691,-12.331262518406616
7.35,-18.515,-2.761,"chr f",2900000,3.6346427158207284,10.110612793416106,-6.511346804028989
6.841,-17.861,-3.236,"chr f",3000000,16.735744964866527,-11.639691228928992,-8.647480176560336
6.852,-17.811,-3.922,"chr f",3100000,-16.93457371379415,18.014635615753086,-3.656638154463792
6.096,-18.393,-4.578,"chr f",3200000,5.196559404402969,-2.5072290502737182,5.1199394833426055
6.383,-17.368,-4.862,"chr f",3300000,13.832746350155752,-13.963415025697259,8.505530939431928
6.297,-17.051,-5.084,"chr f",3400000,7.909048730759196,9.190477554573555,8.02628509449946
6.052,-17.107,-4.014,"chr f",3500000,18.938998217640673,15.030484947928933,14.447464181981417
4.984,-16.518,-3.885,"chr f",3600000,6.974534812747759,16.91798815084826,-0.22835364130370905
5.182,-16.832,-3.213,"chr f",3700000,-19.03063181921906,-16.697379413505303,13.857804332664962
5.28,-18.126,-3.013,"chr f",3800000,-13.441206910980199,0.5929361197993721,15.375760522095916
5.856,-17.819,-3.047,"chr f",3900000,-11.467017795017092,19.639381288198848,-10.684755646219845
6.743,-18.591,-3.496,"chr f",4000000,5.66660450416185,16.494389918065444,-8.083574121099693
6.969,-19.521,-3.668,"chr f",4100000,9.853765137608267,-6.714691024281652,-4.875629117626122
6.189,-19.543,-3.822,"chr f",4200000,13.436035655178308,-5.2385300437729185,-13.141011867880913
5.342,-18.955,-4.212,"chr f",4300000,-15.3050811483835,-5.3900696768490075,4.31534358288928
5.321,-18.997,-4.651,"chr f",4400000,19.866072096850623,1.4450038014162203,-3.4952462303760896
5.383,-18.857,-5.644,"chr f",4500000,18.083064852131848,13.170967807024198,15.153687801934055
5.669,-18.238,-6.428,"chr f",4600000,-17.124834549091858,15.921921940743843,-14.585600411613955
5.296,-18.659,-7.352,"chr f",4700000,-6.24458840543404,-0.16655562390847223,15.912868145312899
6.059,-18.914,-7.676,"chr f",4800000,4.265684326236876,-2.712880792354973,-0.7450131086362042
6.941,-19.28,-7.429,"chr f",4900000,7.372866900112804,10.070091341305325,-9.812375407814757
6.813,-19.818,-6.971,"chr f",5000000,8.462963156339697,-6.954181981193205,1.6661947660578846
5.63,-20.061,-6.861,"chr f",5100000,-8.02018949856864,7.913532698887948,14.820691254158397
5.378,-19.949,-7.255,"chr f",5200000,17.2001491529194,15.926691751826944,12.650219366114321
4.636,-20.339,-6.615,"chr f",5300000,5.378084832194663,2.7207963689411976,-3.568751391738857
3.978,-19.409,-6.959,"chr f",5400000,4.0585507357023545,-2.2198456295888107,11.01483421730456
3.425,-19.125,-7.033,"chr f",5500000,-16.493059244648546,9.310486246259334,3.65044465601283
3.562,-18.695,-5.83,"chr f",5600000,11.3859402955806,-5.626936545008112,18.862350984583138
3.134,-18.317,-4.394,"chr f",5700000,-0.10620547770709621,-0.18435338453249983,-18.44009280277107
2.592,-18.127,-4.379,"chr f",5800000,4.4594774352465585,-18.52283298712717,-10.985130687954694
2.813,-18.067,-5.095,"chr f",5900000,4.3218075162685,6.617871360873359,-4.146090977171015
3.251,-17.791,-6.117,"chr f",6000000,-14.135944870278966,-18.115421209813164,-17.142560778304908
3.949,-17.301,-6.633,"chr f",6100000,-9.70306245515378,-5.959323109245096,-4.819070229681586
4.5,-17.706,-5.684,"chr f",6200000,-5.509870693165775,-17.867607157477337,-8.357345514700985
4.6,-17.544,-5.195,"chr f",6300000,15.535143819839142,-12.182987669867424,-3.9327099509105246
3.972,-18.349,-5.473,"chr f",6400000,-3.7988486208277834,-9.2611116097174,7.848088732954768
3.461,-19.293,-5.658,"chr f",6500000,-8.676520337164625,-7.97860225759238,-10.043853259453716
3.871,-19.715,-5.242,"chr f",6600000,-16.831546140836274,-4.929091490056393,2.1950371701536824
4.474,-20.745,-4.898,"chr f",6700000,17.35412048176476,4.947311294448301,-18.641017702257244
4.648,-21.153,-4.487,"chr f",6800000,18.488052142990398,-2.1322174522805923,-14.155156438502562
3.842,-22.299,-4.125,"chr f",6900000,3.3885996625579438,19.201297150365512,-6.1452666402765
2.972,-24.004,-4.811,"chr f",7000000,8.662603160914315,1.6153046029092657,4.422885712374892
1.934,-25.074,-6.386,"chr f",7100000,5.8290447126453415,15.133006720564318,13.660911333778024
1.398,-24.725,-5.574,"chr f",7200000,-14.662115545239413,15.551482110738476,0.2010024815006588
1.843,-24.589,-5.67,"chr f",7300000,3.218779452521833,-13.700922638296461,8.491349980458686
2.907,-23.955,-6.306,"chr f",7400000,-10.982504381228097,-4.6698241427193565,-15.917164477608466
3.581,-24.268,-6.407,"chr f",7500000,5.302286770707141,-16.694733997560643,-12.65946445170612
3.774,-25.383,-6.927,"chr f",7600000,-4.0558405874977765,9.416300153430328,-16.533839608248808
3.74,-25.743,-7.38,"chr f",7700000,-16.154916443211608,16.281692943296143,0.41534365579952137
3.009,-25.698,-6.951,"chr f",7800000,10.224963895753785,0.72785589853952,17.52656792605174
2.772,-26.171,-5.758,"chr f",7900000,-14.645961739564752,-16.454871841081726,-17.23915364721492
2.494,-25.785,-5.501,"chr f",8000000,15.396358452023506,-7.150894826722691,15.603344447074903
3.394,-25.113,-5.039,"chr f",8100000,-1.8912256970313663,-1.333033170081471,-13.545001554132794
3.283,-24.689,-4.626,"chr f",8200000,18.007481348898928,10.853545170565493,-0.18366653844153902
3.38,-25.536,-5.168,"chr f",8300000,9.118342691880557,-14.575482785368967,10.229563724510264
4.395,-25.942,-5.612,"chr f",8400000,-15.829768565259595,12.100202892799025,17.497123051078383
4.819,-25.03,-5.64,"chr f",8500000,4.867350203290812,-11.542747064707335,14.394642018521708
4.942,-24.59,-5.516,"chr f",8600000,-14.12271478542015,-8.886576652773615,-14.004562026791003
3.941,-26.011,-4.331,"chr f",8700000,15.624160006789218,8.325825263460786,-16.161143311237808
2.701,-25.358,-3.638,"chr f",8800000,-18.817054310288825,-11.301980207008008,-10.885892934853537
1.672,-25.437,-3.878,"chr f",8900000,15.124882729161662,18.601973401912716,1.484280653218665
1.824,-25.988,-3.62,"chr f",9000000,6.237235610450654,12.251221458707029,13.80312118413977
1.421,-26.153,-2.351,"chr f",9100000,-17.78366309486076,-15.334068338224775,0.6971211205299781
1.331,-25.078,-2.884,"chr f",9200000,-19.048661361743942,9.032691078119402,-7.813020478075018
1.646,-24.19,-2.622,"chr f",9300000,-9.864765349580743,10.99341311658879,2.3242697231647114
2.18,-24.233,-2.024,"chr f",9400000,17.06711033773354,-11.962771494445281,16.95563895789485
2.757,-24.604,-2.009,"chr f",9500000,11.328594765151255,7.138024038492752,-9.65861793201646
3.116,-25.351,-2.575,"chr f",9600000,-5.533570650412258,-6.374201957961549,-18.485019568390886
3.574,-26.324,-2.816,"chr f",9700000,3.695980677580202,-2.0894171549251936,10.216315270713444
3.384,-26.802,-3.134,"chr f",9800000,-3.8493458120102275,-18.662215699885397,0.676088262700496
2.949,-25.74,-2.345,"chr f",9900000,-19.421780393302477,-12.86867230295709,-3.315318732941396
2.498,-26.383,-1.452,"chr f",0,-5.130781680829916,-0.0346117009521727,-3.1196574487857056
