"x","y","z","chr","coord","densityVals"
-23.257,-5.09,3.778,"chr b",77100000,0.4411764705882353
-23.962,-4.299,3.788,"chr b",77200000,0.5588235294117647
-23.434,-3.872,4.109,"chr b",77300000,0.47058823529411764
-24.306,-3.59,4.497,"chr b",77400000,0.38235294117647056
-25.159,-3.527,4.555,"chr b",77500000,0.2647058823529412
-25.545,-3.515,5.561,"chr b",77600000,0.29411764705882354
-24.941,-4.488,6.1,"chr b",77700000,0.5882352941176471
-23.693,-6.204,7.709,"chr b",77800000,0.47058823529411764
-23.521,-6.501,8.842,"chr b",77900000,0.4411764705882353
-24.18,-6.773,9.674,"chr b",78000000,0.35294117647058826
-25.051,-6.878,10.508,"chr b",78100000,0.47058823529411764
-25.728,-7.807,10.502,"chr b",78200000,0.29411764705882354
-25.195,-8.358,10.611,"chr b",78300000,0.3235294117647059
-26.051,-7.751,11.159,"chr b",78400000,0.17647058823529413
-25.475,-7.257,11.84,"chr b",78500000,0.35294117647058826
-24.506,-7.711,11.469,"chr b",78600000,0.4411764705882353
-23.906,-8.131,10.745,"chr b",78700000,0.5
-23.556,-7.613,10.511,"chr b",78800000,0.5
-24.279,-9.253,9.448,"chr b",78900000,0.35294117647058826
-24.396,-9.524,8.693,"chr b",79000000,0.47058823529411764
-23.608,-9.051,8.562,"chr b",79100000,0.4411764705882353
-22.574,-9.364,8.091,"chr b",79200000,0.5294117647058824
-22.746,-9.836,7.692,"chr b",79300000,0.5588235294117647
-23.163,-9.576,8.352,"chr b",79400000,0.5294117647058824
-23.13,-8.621,8.997,"chr b",79500000,0.4411764705882353
-22.528,-7.94,9.473,"chr b",79600000,0.4411764705882353
-24.915,-7.683,13.265,"chr b",79700000,0.5294117647058824
-25.05,-7.395,14.516,"chr b",79800000,0.38235294117647056
-25.119,-7.168,14.462,"chr b",79900000,0.4117647058823529
-24.054,-6.971,14.496,"chr b",80000000,0.5294117647058824
-23.565,-7.287,15.412,"chr b",80100000,0.5588235294117647
-22.356,-6.729,14.94,"chr b",80200000,0.5294117647058824
-21.668,-4.184,15.124,"chr b",80300000,0.35294117647058826
-22.627,-3.557,15.502,"chr b",80400000,0.4411764705882353
-22.215,-3.081,15.851,"chr b",80500000,0.5
-23.071,-2.352,15.726,"chr b",80600000,0.5294117647058824
-24.103,-2.36,16.188,"chr b",80700000,0.20588235294117646
-24.249,-3.015,17.115,"chr b",80800000,0.29411764705882354
-24.242,-3.079,15.972,"chr b",80900000,0.3235294117647059
-24.71,-3.334,15.185,"chr b",81000000,0.29411764705882354
-25.473,-4.18,14.771,"chr b",81100000,0.3235294117647059
-26.122,-4.245,15.727,"chr b",81200000,0.14705882352941177
-25.347,-4.852,15.985,"chr b",81300000,0.29411764705882354
-24.341,-5.488,15.628,"chr b",81400000,0.5588235294117647
-23.135,-5.933,15.238,"chr b",81500000,0.5588235294117647
-22.618,-5.552,14.682,"chr b",81600000,0.6176470588235294
-22.322,-5.298,14.849,"chr b",81700000,0.5
-21.249,-5.886,15.401,"chr b",81800000,0.5294117647058824
-20.718,-6.206,14.318,"chr b",81900000,0.5882352941176471
-21.319,-6.104,14.165,"chr b",82000000,0.5588235294117647
-24.077,-6.561,16.985,"chr b",82100000,0.47058823529411764
-24.647,-7.388,16.378,"chr b",82200000,0.2647058823529412
-24.727,-6.678,16.13,"chr b",82300000,0.38235294117647056
-24.375,-5.757,15.423,"chr b",82400000,0.6176470588235294
-23.71,-4.571,14.978,"chr b",82500000,0.5588235294117647
-24.383,-5.163,14.099,"chr b",82600000,0.4411764705882353
-23.989,-5.951,13.616,"chr b",82700000,0.47058823529411764
-24.234,-6.107,13.695,"chr b",82800000,0.47058823529411764
-25.305,-5.924,13.945,"chr b",82900000,0.47058823529411764
-26.068,-6.042,14.776,"chr b",83000000,0.29411764705882354
-26.385,-5.176,14.22,"chr b",83100000,0.20588235294117646
-26.67,-5.733,13.32,"chr b",83200000,0.17647058823529413
-26.005,-6.557,13.109,"chr b",83300000,0.3235294117647059
-25.054,-5.847,12.784,"chr b",83400000,0.38235294117647056
-24.189,-6.484,11.94,"chr b",83500000,0.5
-23.743,-6.783,11.845,"chr b",83600000,0.5294117647058824
-22.648,-6.137,11.457,"chr b",83700000,0.47058823529411764
-22.565,-6.291,10.462,"chr b",83800000,0.4411764705882353
-23.18,-5.839,10.635,"chr b",83900000,0.4411764705882353
-22.782,-5.288,10.01,"chr b",84000000,0.4117647058823529
-22.383,-5.012,10.889,"chr b",84100000,0.4411764705882353
-21.722,-4.473,11.723,"chr b",84200000,0.5882352941176471
-21.101,-4.466,11.501,"chr b",84300000,0.5882352941176471
-21.185,-5.125,10.293,"chr b",84400000,0.5
-20.65,-5.098,9.794,"chr b",84500000,0.47058823529411764
-20.044,-5.038,10.904,"chr b",84600000,0.5588235294117647
-19.262,-5.016,10.83,"chr b",84700000,0.5588235294117647
-19.39,-6.014,10.483,"chr b",84800000,0.47058823529411764
-20.834,-6.568,10.206,"chr b",84900000,0.5
-21.915,-6.712,11.12,"chr b",85000000,0.5
-22.136,-6.516,13.112,"chr b",85100000,0.5294117647058824
-22.534,-5.784,12.703,"chr b",85200000,0.5588235294117647
-22.761,-4.711,13.216,"chr b",85300000,0.4117647058823529
-23.269,-3.965,13.829,"chr b",85400000,0.29411764705882354
-23.67,-3.951,14.852,"chr b",85500000,0.4117647058823529
-24.39,-4.487,16.759,"chr b",85600000,0.47058823529411764
-22.518,-5.801,17.846,"chr b",85700000,0.5294117647058824
-22.9,-5.689,16.909,"chr b",85800000,0.5
-23.002,-4.467,16.31,"chr b",85900000,0.6470588235294118
-23.277,-3.815,17.016,"chr b",86000000,0.6470588235294118
-23.413,-4.788,16.822,"chr b",86100000,0.6176470588235294
-23.008,-5.818,16.363,"chr b",86200000,0.6176470588235294
-21.825,-4.911,16.427,"chr b",86300000,0.6176470588235294
-21.406,-5.011,16.976,"chr b",86400000,0.5882352941176471
-21.939,-4.172,17.842,"chr b",86500000,0.5882352941176471
-22.37,-3.771,17.654,"chr b",86600000,0.5882352941176471
-22.674,-4.684,18.15,"chr b",86700000,0.6176470588235294
-23.685,-5.232,18.176,"chr b",86800000,0.5
-23.67,-5.418,18.151,"chr b",86900000,0.47058823529411764
-24.077,-4.309,18.28,"chr b",87000000,0.38235294117647056
-23.03,-3.262,18.296,"chr b",87100000,0.35294117647058826
-23.41,-3.452,18.804,"chr b",87200000,0.3235294117647059
-22.411,-3.616,18.556,"chr b",87300000,0.4411764705882353
-21.226,-4.14,18.463,"chr b",87400000,0.5294117647058824
-20.488,-4.169,19.229,"chr b",87500000,0.5294117647058824
-19.618,-3.424,18.93,"chr b",87600000,0.5588235294117647
-19.211,-3.929,17.992,"chr b",87700000,0.5588235294117647
-20.105,-4.208,17.448,"chr b",87800000,0.6470588235294118
-20.869,-3.475,17.227,"chr b",87900000,0.5588235294117647
-20.58,-2.551,17.565,"chr b",88000000,0.6176470588235294
-20.119,-2.678,18.588,"chr b",88100000,0.5882352941176471
-19.401,-3.329,18.836,"chr b",88200000,0.5294117647058824
-20.678,-4.226,18.522,"chr b",88300000,0.5882352941176471
-19.809,-4.101,16.914,"chr b",88400000,0.5
-19.47,-2.967,16.299,"chr b",88500000,0.35294117647058826
-18.527,-2.808,16.707,"chr b",88600000,0.29411764705882354
-18.374,-3.889,16.925,"chr b",88700000,0.38235294117647056
-18.553,-5.114,16.931,"chr b",88800000,0.6176470588235294
-18.573,-5.993,17.5,"chr b",88900000,0.47058823529411764
-19.509,-5.696,17.81,"chr b",89000000,0.47058823529411764
-19.765,-5.857,18.623,"chr b",89100000,0.5
-21.178,-5.895,18.64,"chr b",89200000,0.4411764705882353
-22.028,-5.42,18.953,"chr b",89300000,0.4411764705882353
-22.957,-5.659,19.672,"chr b",89400000,0.35294117647058826
-23.107,-4.925,19.9,"chr b",89500000,0.4117647058823529
-23.684,-4.265,20.628,"chr b",89600000,0.17647058823529413
-23.372,-4.365,21.669,"chr b",89700000,0.14705882352941177
-22.396,-4.876,21.727,"chr b",89800000,0.20588235294117646
-21.895,-5.069,20.853,"chr b",89900000,0.3235294117647059
-21.567,-6.185,20.512,"chr b",90000000,0.29411764705882354
-20.455,-5.981,20.067,"chr b",90100000,0.29411764705882354
-19.8,-5.497,20.065,"chr b",90200000,0.38235294117647056
-18.896,-5.029,19.453,"chr b",90300000,0.5588235294117647
-18.117,-4.586,18.585,"chr b",90400000,0.5294117647058824
-17.715,-4.156,18.256,"chr b",90500000,0.4117647058823529
-17.758,-2.927,18.484,"chr b",90600000,0.5
-17.168,-3.545,19.007,"chr b",90700000,0.3235294117647059
-16.446,-3.376,18.056,"chr b",90800000,0.29411764705882354
-15.834,-3.537,16.052,"chr b",90900000,0.2647058823529412
-15.362,-3.201,14.862,"chr b",91000000,0.3235294117647059
-14.887,-3.616,15.643,"chr b",91100000,0.29411764705882354
-15.894,-3.933,16.211,"chr b",91200000,0.2647058823529412
-15.658,-4.934,16.414,"chr b",91300000,0.35294117647058826
-15.776,-4.605,15.344,"chr b",91400000,0.38235294117647056
-15.819,-4.536,14.272,"chr b",91500000,0.3235294117647059
-15.985,-4.116,13.456,"chr b",91600000,0.38235294117647056
-15.957,-4.435,12.265,"chr b",91700000,0.35294117647058826
-15.495,-4.905,11.502,"chr b",91800000,0.3235294117647059
-15.273,-4.515,10.906,"chr b",91900000,0.29411764705882354
-15.032,-5.172,11.816,"chr b",92000000,0.35294117647058826
-14.785,-5.692,12.018,"chr b",92100000,0.35294117647058826
-15.058,-6.736,12.184,"chr b",92200000,0.38235294117647056
-15.885,-7.039,12.402,"chr b",92300000,0.4411764705882353
-15.938,-7,11.394,"chr b",92400000,0.29411764705882354
-16.16,-6.37,10.583,"chr b",92500000,0.35294117647058826
-16.506,-5.775,11.545,"chr b",92600000,0.4411764705882353
-17.195,-6.028,11.747,"chr b",92700000,0.5
-18.051,-6.45,11.502,"chr b",92800000,0.5588235294117647
-18.605,-7.176,11.837,"chr b",92900000,0.5294117647058824
-19.076,-7.333,12.461,"chr b",93000000,0.6470588235294118
-18.398,-6.712,12.929,"chr b",93100000,0.5882352941176471
-17.244,-6.839,13.167,"chr b",93200000,0.47058823529411764
-17.012,-6.892,13.015,"chr b",93300000,0.5294117647058824
-17.698,-8.006,13.348,"chr b",93400000,0.6470588235294118
-17.389,-8.665,13.849,"chr b",93500000,0.5294117647058824
-17.88,-7.696,13.932,"chr b",93600000,0.5294117647058824
-16.761,-7.567,14.136,"chr b",93700000,0.5
-16.151,-7.908,13.793,"chr b",93800000,0.4411764705882353
-15.551,-8.288,12.969,"chr b",93900000,0.35294117647058826
-15.29,-8.837,13.897,"chr b",94000000,0.4411764705882353
-15.26,-9.232,14.606,"chr b",94100000,0.47058823529411764
-15.387,-9.757,15.188,"chr b",94200000,0.5
-16.377,-9.559,15.288,"chr b",94300000,0.4411764705882353
-17.196,-9.994,15.816,"chr b",94400000,0.5294117647058824
-17.66,-10.942,16.225,"chr b",94500000,0.5882352941176471
-17.724,-10.233,17.209,"chr b",94600000,0.5588235294117647
-18.164,-10.562,18.112,"chr b",94700000,0.5294117647058824
-19.472,-10.993,18.516,"chr b",94800000,0.5882352941176471
-19.459,-11.902,18.207,"chr b",94900000,0.5588235294117647
-18.72,-11.94,17.25,"chr b",95000000,0.6470588235294118
-18.603,-11.224,17.298,"chr b",95100000,0.6176470588235294
-20.211,-11.993,16.675,"chr b",95200000,0.47058823529411764
-20.298,-11.432,16.579,"chr b",95300000,0.47058823529411764
-19.099,-10.694,16.667,"chr b",95400000,0.6176470588235294
-19.29,-10.835,17.337,"chr b",95500000,0.6176470588235294
-19.576,-12.014,18.514,"chr b",95600000,0.5
-18.878,-12.276,19.319,"chr b",95700000,0.35294117647058826
-18.79,-12.839,20.114,"chr b",95800000,0.17647058823529413
-19.462,-12.256,20.596,"chr b",95900000,0.14705882352941177
-20.109,-11.426,20.52,"chr b",96000000,0.14705882352941177
-20.214,-10.871,19.652,"chr b",96100000,0.38235294117647056
-21.274,-11.191,18.892,"chr b",96200000,0.2647058823529412
-21.277,-11.109,18.533,"chr b",96300000,0.29411764705882354
-20.513,-10.402,17.795,"chr b",96400000,0.5882352941176471
-19.809,-9.644,17.594,"chr b",96500000,0.5
-19.574,-10.095,18.615,"chr b",96600000,0.5294117647058824
-20.331,-9.636,19.536,"chr b",96700000,0.4117647058823529
-20.369,-8.697,19.253,"chr b",96800000,0.47058823529411764
-19.372,-8.299,18.727,"chr b",96900000,0.5
-18.364,-8.504,18.307,"chr b",97000000,0.47058823529411764
-18.598,-8.526,19.51,"chr b",97100000,0.4411764705882353
-18.607,-9.414,20.093,"chr b",97200000,0.2647058823529412
-18.916,-10.05,19.341,"chr b",97300000,0.4411764705882353
-19.197,-9.293,18.094,"chr b",97400000,0.5588235294117647
-20.069,-8.957,17.668,"chr b",97500000,0.6764705882352942
-20.858,-8.258,17.284,"chr b",97600000,0.4411764705882353
-22.323,-6.956,16.747,"chr b",97700000,0.4411764705882353
-23.607,-6.954,17.285,"chr b",97800000,0.5
-24.406,-6.952,18.302,"chr b",97900000,0.2647058823529412
-24.014,-6.677,19.419,"chr b",98000000,0.23529411764705882
-22.866,-6.858,19.674,"chr b",98100000,0.29411764705882354
-22.822,-7.246,18.337,"chr b",98200000,0.4117647058823529
-23.251,-8.278,18.447,"chr b",98300000,0.29411764705882354
-22.444,-7.565,18.767,"chr b",98400000,0.38235294117647056
-21.634,-8.087,18.006,"chr b",98500000,0.5588235294117647
-20.892,-7.429,18.454,"chr b",98600000,0.5
-20.74,-7.358,17.819,"chr b",98700000,0.5
-19.915,-7.606,18.625,"chr b",98800000,0.5
-20.76,-7.736,19.668,"chr b",98900000,0.35294117647058826
-21.757,-8.494,19.613,"chr b",99000000,0.29411764705882354
-21.555,-9.189,18.538,"chr b",99100000,0.4117647058823529
-21.634,-9.91,17.408,"chr b",99200000,0.47058823529411764
-21.615,-11.057,17.286,"chr b",99300000,0.3235294117647059
-21.974,-11.529,16.222,"chr b",99400000,0.29411764705882354
-21.862,-11.759,15.565,"chr b",99500000,0.29411764705882354
-21.442,-11.255,14.672,"chr b",99600000,0.4117647058823529
-21.57,-11.94,14.344,"chr b",99700000,0.47058823529411764
-21.637,-10.861,14.421,"chr b",99800000,0.4411764705882353
-22.026,-10.007,15.316,"chr b",99900000,0.5
-21.682,-9.834,15.462,"chr b",100000000,0.5
-20.907,-8.94,15.35,"chr b",100100000,0.4411764705882353
-21.095,-8.988,16.05,"chr b",100200000,0.4411764705882353
-21.357,-8.122,16.682,"chr b",100300000,0.5
-22.332,-7.91,16.549,"chr b",100400000,0.4411764705882353
-22.925,-8.411,15.649,"chr b",100500000,0.47058823529411764
-23.668,-9.185,15.824,"chr b",100600000,0.2647058823529412
-23.901,-9.42,16.866,"chr b",100700000,0.11764705882352941
-23.146,-8.755,17.104,"chr b",100800000,0.35294117647058826
-21.912,-9.161,17.045,"chr b",100900000,0.4411764705882353
-20.323,-10.273,16.177,"chr b",101000000,0.5588235294117647
-19.143,-10.279,15.783,"chr b",101100000,0.5588235294117647
-18.79,-10.556,15.61,"chr b",101200000,0.6470588235294118
-19.605,-10.524,14.843,"chr b",101300000,0.5
-20.3,-9.947,14.643,"chr b",101400000,0.5882352941176471
-19.728,-8.358,14.257,"chr b",101500000,0.4411764705882353
-19.255,-7.273,13.84,"chr b",101600000,0.5294117647058824
-19.006,-6.736,14.126,"chr b",101700000,0.47058823529411764
-19.071,-5.815,13.712,"chr b",101800000,0.5294117647058824
-19.583,-6,13.195,"chr b",101900000,0.6176470588235294
-19.034,-5.464,12.403,"chr b",102000000,0.5
-18.61,-4.891,12.271,"chr b",102100000,0.5
-19.769,-5.224,12.189,"chr b",102200000,0.5882352941176471
-19.661,-6.035,12.533,"chr b",102300000,0.6764705882352942
-20.157,-6.181,12.185,"chr b",102400000,0.5588235294117647
-21.098,-5.327,12.35,"chr b",102500000,0.5882352941176471
-21.007,-4.903,13.375,"chr b",102600000,0.6176470588235294
-20.746,-4.689,13.394,"chr b",102700000,0.5882352941176471
-21.408,-4.351,13.722,"chr b",102800000,0.47058823529411764
-20.569,-4.743,13.32,"chr b",102900000,0.6764705882352942
-19.154,-4.364,13.35,"chr b",103000000,0.5588235294117647
-18.199,-4.167,12.674,"chr b",103100000,0.38235294117647056
-17.494,-5.011,13.151,"chr b",103200000,0.4411764705882353
-17.03,-5.772,13.986,"chr b",103300000,0.3235294117647059
-16.341,-5.624,13.124,"chr b",103400000,0.5
-15.397,-5.236,13.337,"chr b",103500000,0.38235294117647056
-14.359,-5.114,13.678,"chr b",103600000,0.35294117647058826
-14.849,-5.788,14.107,"chr b",103700000,0.35294117647058826
-15.331,-6.409,14.887,"chr b",103800000,0.29411764705882354
-14.987,-6.215,15.501,"chr b",103900000,0.35294117647058826
-14.082,-7.005,15.087,"chr b",104000000,0.47058823529411764
-12.951,-6.389,14.779,"chr b",104100000,0.47058823529411764
-12.917,-7.319,14.635,"chr b",104200000,0.5882352941176471
-13.695,-6.793,14.213,"chr b",104300000,0.3235294117647059
-13.26,-6.109,14.901,"chr b",104400000,0.5
-13.613,-6.028,15.891,"chr b",104500000,0.5294117647058824
-13.969,-5.317,16.044,"chr b",104600000,0.47058823529411764
-13.847,-4.699,17.09,"chr b",104700000,0.3235294117647059
-14.2,-5.94,17.491,"chr b",104800000,0.3235294117647059
-14.835,-5.916,17.546,"chr b",104900000,0.35294117647058826
-14.788,-7.085,17.163,"chr b",105000000,0.2647058823529412
-15.778,-7.029,17.498,"chr b",105100000,0.29411764705882354
-15.715,-6.95,18.652,"chr b",105200000,0.4411764705882353
-16.442,-6.742,18.992,"chr b",105300000,0.38235294117647056
-17.297,-7.265,19.264,"chr b",105400000,0.5588235294117647
-18.001,-7.335,18.052,"chr b",105500000,0.4117647058823529
-18.679,-6.607,18.18,"chr b",105600000,0.4411764705882353
-17.874,-6.142,18.377,"chr b",105700000,0.5294117647058824
-18.404,-6.361,19.013,"chr b",105800000,0.5294117647058824
-18.652,-6.789,19.88,"chr b",105900000,0.4411764705882353
-18.483,-5.331,21.318,"chr b",106000000,0.4411764705882353
-18.348,-5.379,21.259,"chr b",106100000,0.4117647058823529
-17.997,-6.666,20.767,"chr b",106200000,0.3235294117647059
-17.553,-6.877,20.678,"chr b",106300000,0.47058823529411764
-17.116,-5.706,20.336,"chr b",106400000,0.5294117647058824
-15.97,-5.049,20.218,"chr b",106500000,0.4117647058823529
-15.106,-5.046,19.278,"chr b",106600000,0.38235294117647056
-15.834,-4.29,18.973,"chr b",106700000,0.20588235294117646
-16.257,-5.164,18.636,"chr b",106800000,0.47058823529411764
-16.889,-5.443,19.496,"chr b",106900000,0.47058823529411764
-16.831,-5.049,20.669,"chr b",107000000,0.4411764705882353
-15.757,-5.147,20.863,"chr b",107100000,0.5294117647058824
-15.5,-4.476,21.665,"chr b",107200000,0.5588235294117647
-16.407,-4.641,22.066,"chr b",107300000,0.38235294117647056
-16.784,-5.815,22.157,"chr b",107400000,0.47058823529411764
-16.464,-6.017,23.166,"chr b",107500000,0.20588235294117646
-16.069,-5.312,22.459,"chr b",107600000,0.4117647058823529
-16.349,-4.22,22.496,"chr b",107700000,0.4117647058823529
-17.349,-4.243,21.478,"chr b",107800000,0.5
-17.823,-3.125,21.305,"chr b",107900000,0.5
-18.397,-1.913,21.099,"chr b",108000000,0.5882352941176471
-19.293,-0.923,20.983,"chr b",108100000,0.5588235294117647
-19.303,0.244,21.044,"chr b",108200000,0.4411764705882353
-18.464,-0.6,21.476,"chr b",108300000,0.4117647058823529
-17.767,-0.812,20.472,"chr b",108400000,0.6470588235294118
-17.999,-0.721,20.434,"chr b",108500000,0.6470588235294118
-17.614,-0.323,21.591,"chr b",108600000,0.5
-18.58,-0.883,22.501,"chr b",108700000,0.38235294117647056
-18.531,-2.134,22.798,"chr b",108800000,0.38235294117647056
-18.96,-2.483,23.306,"chr b",108900000,0.2647058823529412
-18.145,-1.852,22.705,"chr b",109000000,0.4117647058823529
-16.782,-1.66,22.158,"chr b",109100000,0.47058823529411764
-16.791,-0.82,21.977,"chr b",109200000,0.5294117647058824
-17.354,-1.859,21.866,"chr b",109300000,0.5
-17.221,-2.821,22.849,"chr b",109400000,0.35294117647058826
-18.128,-3.67,23.001,"chr b",109500000,0.29411764705882354
-18.426,-3.996,22.038,"chr b",109600000,0.38235294117647056
-18.812,-3.55,20.697,"chr b",109700000,0.5882352941176471
-18.046,-3.415,20.12,"chr b",109800000,0.4117647058823529
-17.554,-2.612,19.825,"chr b",109900000,0.38235294117647056
-18.485,-2.354,20.223,"chr b",110000000,0.47058823529411764
-19.101,-2,21.378,"chr b",110100000,0.5882352941176471
-19.869,-2.686,22.109,"chr b",110200000,0.38235294117647056
-19.343,-3.753,22.177,"chr b",110300000,0.4117647058823529
-20.026,-4.515,21.728,"chr b",110400000,0.3235294117647059
-19.865,-3.819,20.851,"chr b",110500000,0.38235294117647056
-19.441,-3.731,20.686,"chr b",110600000,0.5588235294117647
-20.755,-3.516,21.162,"chr b",110700000,0.38235294117647056
-21.711,-3.615,20.457,"chr b",110800000,0.3235294117647059
-21.614,-2.944,19.631,"chr b",110900000,0.5
-21.619,-1.88,18.931,"chr b",111000000,0.5294117647058824
-22.086,-0.908,18.501,"chr b",111100000,0.4411764705882353
-23.197,-1.106,18.503,"chr b",111200000,0.23529411764705882
-22.314,-1.242,19.052,"chr b",111300000,0.35294117647058826
-21.789,-1.05,20.134,"chr b",111400000,0.38235294117647056
-20.754,-0.301,20.04,"chr b",111500000,0.5
-20.495,-0.295,19.625,"chr b",111600000,0.5588235294117647
-20.29,-0.913,20.212,"chr b",111700000,0.47058823529411764
-20.113,-2.064,20.248,"chr b",111800000,0.6764705882352942
-21.006,-1.82,20.705,"chr b",111900000,0.38235294117647056
-20.56,-2.126,20.022,"chr b",112000000,0.5882352941176471
-21.138,-2.104,19.439,"chr b",112100000,0.5
-20.677,-2.413,18.519,"chr b",112200000,0.6176470588235294
-21.163,-2.66,17.328,"chr b",112300000,0.5
-21.576,-3.221,16.631,"chr b",112400000,0.5588235294117647
-22.39,-2.207,17.113,"chr b",112500000,0.5
-22.07,-2.244,17.407,"chr b",112600000,0.5882352941176471
-21.534,-1.159,17.342,"chr b",112700000,0.5294117647058824
-21.869,-1.223,16.632,"chr b",112800000,0.5
-22.091,-0.719,15.754,"chr b",112900000,0.3235294117647059
-22.848,0.117,15.903,"chr b",113000000,0.3235294117647059
-23.646,-0.362,16.514,"chr b",113100000,0.17647058823529413
-23.305,-0.721,17.463,"chr b",113200000,0.3235294117647059
-22.534,0.245,17.783,"chr b",113300000,0.4411764705882353
-21.577,0.669,17.136,"chr b",113400000,0.4117647058823529
-22.27,1.359,16.552,"chr b",113500000,0.20588235294117646
-22.332,2.179,17.395,"chr b",113600000,0.14705882352941177
-22.037,1.968,18.454,"chr b",113700000,0.17647058823529413
-21.722,0.974,18.9,"chr b",113800000,0.3235294117647059
-21.21,0.173,18.707,"chr b",113900000,0.47058823529411764
-20.711,-0.651,17.95,"chr b",114000000,0.4117647058823529
-19.446,-1.164,17.686,"chr b",114100000,0.47058823529411764
-18.459,-1.244,17.903,"chr b",114200000,0.4411764705882353
-17.68,-1.14,18.645,"chr b",114300000,0.5
-17.293,-0.257,18.081,"chr b",114400000,0.5294117647058824
-16.225,0.266,18.396,"chr b",114500000,0.4411764705882353
-16.608,-0.017,19.292,"chr b",114600000,0.5294117647058824
-17.338,0.689,19.28,"chr b",114700000,0.5588235294117647
-17.369,1.131,20.289,"chr b",114800000,0.3235294117647059
-17.231,-0.029,20.61,"chr b",114900000,0.4117647058823529
-18.663,0.188,20.093,"chr b",115000000,0.5588235294117647
-18.457,0.184,18.884,"chr b",115100000,0.5588235294117647
-18.057,-0.501,18.014,"chr b",115200000,0.5
-18.073,-0.573,16.895,"chr b",115300000,0.4117647058823529
-17.81,-0.968,16.601,"chr b",115400000,0.3235294117647059
-16.979,-0.287,16.62,"chr b",115500000,0.4117647058823529
-16.744,0.504,17.317,"chr b",115600000,0.4411764705882353
-16.256,0.791,16.794,"chr b",115700000,0.35294117647058826
-17.067,1.511,16.136,"chr b",115800000,0.20588235294117646
-18.079,1.174,16.691,"chr b",115900000,0.4411764705882353
-17.284,1.5,17.341,"chr b",116000000,0.4117647058823529
-17.839,1.306,18.269,"chr b",116100000,0.4117647058823529
-18.436,2.07,18.765,"chr b",116200000,0.29411764705882354
-18.954,1.204,18.251,"chr b",116300000,0.4411764705882353
-20.059,1.608,18.602,"chr b",116400000,0.38235294117647056
-20.21,0.893,19.506,"chr b",116500000,0.4411764705882353
-20.213,1.278,20.142,"chr b",116600000,0.2647058823529412
-19.091,1.659,19.73,"chr b",116700000,0.3235294117647059
-18.711,0.254,18.293,"chr b",116800000,0.5588235294117647
-19.269,-0.89,19.505,"chr b",116900000,0.5882352941176471
-19.319,-1.501,19.638,"chr b",117000000,0.6470588235294118
-19.959,-0.804,18.77,"chr b",117100000,0.5882352941176471
-20.039,0.295,17.751,"chr b",117200000,0.38235294117647056
-19.913,0.84,16.869,"chr b",117300000,0.4117647058823529
-19.769,0.654,15.944,"chr b",117400000,0.4117647058823529
-19.14,0.046,15.418,"chr b",117500000,0.35294117647058826
-19.686,-1.123,15.012,"chr b",117600000,0.5
-19.25,-0.508,14.986,"chr b",117700000,0.47058823529411764
-19.529,-0.762,15.738,"chr b",117800000,0.4117647058823529
-20.325,-1.212,16.195,"chr b",117900000,0.5294117647058824
-20.791,-0.366,15.819,"chr b",118000000,0.47058823529411764
-20.589,0.292,15.103,"chr b",118100000,0.47058823529411764
-20.211,0.217,14.547,"chr b",118200000,0.4411764705882353
-19.361,0.579,14.012,"chr b",118300000,0.35294117647058826
-19.652,-0.121,13.367,"chr b",118400000,0.5294117647058824
-19.65,-0.373,13.322,"chr b",118500000,0.5588235294117647
-18.966,-1.149,13.286,"chr b",118600000,0.4411764705882353
-18.347,-1.402,13.556,"chr b",118700000,0.38235294117647056
-18.284,-2.386,13.172,"chr b",118800000,0.2647058823529412
-17.172,-2.754,13.507,"chr b",118900000,0.29411764705882354
-16.179,-2.482,12.842,"chr b",119000000,0.2647058823529412
-15.354,-1.915,12.287,"chr b",119100000,0.2647058823529412
-14.722,-2.77,11.611,"chr b",119200000,0.23529411764705882
-14.589,-3.55,12.536,"chr b",119300000,0.35294117647058826
-15.547,-2.952,11.886,"chr b",119400000,0.29411764705882354
-15.477,-2.624,10.518,"chr b",119500000,0.3235294117647059
-13.694,-3.111,11.436,"chr b",119600000,0.23529411764705882
-12.649,-3.377,12.135,"chr b",119700000,0.35294117647058826
-12.65,-4.321,11.867,"chr b",119800000,0.38235294117647056
-12.773,-5.54,11.807,"chr b",119900000,0.29411764705882354
-12.58,-5.245,12.411,"chr b",120000000,0.35294117647058826
-11.777,-5.28,11.569,"chr b",120100000,0.5882352941176471
-11.338,-6.629,12.147,"chr b",120200000,0.47058823529411764
-11.155,-6.48,12.526,"chr b",120300000,0.4117647058823529
-11.664,-6.599,11.39,"chr b",120400000,0.5
-11.648,-7.13,11.176,"chr b",120500000,0.47058823529411764
-10.823,-8.091,10.918,"chr b",120600000,0.47058823529411764
-10.62,-7.213,10.408,"chr b",120700000,0.4117647058823529
-9.991,-7.326,10.913,"chr b",120800000,0.35294117647058826
-10.132,-8.189,10.752,"chr b",120900000,0.35294117647058826
-10.093,-8.142,12.038,"chr b",121000000,0.3235294117647059
-10.457,-8.179,12.959,"chr b",121100000,0.35294117647058826
-10.573,-9.222,13.034,"chr b",121200000,0.38235294117647056
-11.274,-8.449,12.452,"chr b",121300000,0.4411764705882353
-12.074,-7.926,13.002,"chr b",121400000,0.47058823529411764
-12.436,-8.57,13.259,"chr b",121500000,0.5
